vehicles,vehicle_quantities,vehicle_costs,vehicle_ranges,vehicle_speeds,total_requests,completed,dropped,impossible,pax_volume,average_wait,max_wait,average_duration,average_distance,availability,pax_max,utility,fleet_cost
"['B1, E1, G1, K1']",[40],[3200.0],[13.869625520110958],[3.043478260869565],1790,487,721,582,487,5.564897728430776,9.993786945699057,30.409146196206873,1.491768285314841,0.08826815642458101,22,0.39787847090811435,128000.0
"['B1, E1, G1, K1']",[50],[3200.0],[13.869625520110958],[3.043478260869565],1790,585,623,582,585,5.383492454562417,9.989483812533422,30.210416108658993,1.4816877736276297,0.10446927374301676,37,0.42534842407188034,160000.0
"['B1, E1, G1, K1']",[60],[3200.0],[13.869625520110958],[3.043478260869565],1790,686,522,582,686,5.5792095164019075,9.97199759699356,30.28683517610081,1.485564103135548,0.11173184357541899,46,0.43948402766422806,192000.0
"['B1, E1, G1, K1']",[70],[3200.0],[13.869625520110958],[3.043478260869565],1790,779,429,582,779,5.001229530265026,9.998779725722606,30.350612905241547,1.488799205338339,0.14860335195530727,55,0.4738736245651164,224000.0
"['B1, E1, G1, K1']",[80],[3200.0],[13.869625520110958],[3.043478260869565],1790,851,357,582,851,3.7572699905388203,9.995272535371456,30.27453779508374,1.4849403229390299,0.22290502793296088,62,0.5116358120163543,256000.0
"['B1, E1, G1, K1']",[90],[3200.0],[13.869625520110958],[3.043478260869565],1790,898,310,582,898,3.0682291640867487,9.992336005367974,30.53538928580242,1.4981719202943253,0.2916201117318436,64,0.5370462258586572,288000.0
"['B1, E1, G1, K1']",[100],[3200.0],[13.869625520110958],[3.043478260869565],1790,952,256,582,952,2.354071006710356,9.996227365104602,30.458028402628468,1.494247817524632,0.35083798882681566,64,0.5575902486832176,320000.0
"['B1, E1, G1, K2']",[40],[3300.0],[13.908205841446453],[4.40251572327044],1790,567,641,582,567,4.612552685624785,9.998365923678989,21.378996653098834,1.4953142198290548,0.13910614525139664,32,0.43465260191316235,132000.0
"['B1, E1, G1, K2']",[50],[3300.0],[13.908205841446453],[4.40251572327044],1790,666,542,582,666,4.238588416544459,9.996049607477318,21.02441592354833,1.469296765878808,0.18379888268156425,47,0.4680746612124854,165000.0
"['B1, E1, G1, K2']",[60],[3300.0],[13.908205841446453],[4.40251572327044],1790,772,436,582,772,4.249917331394771,9.997171407114394,21.19169473529426,1.4815708925268323,0.1972067039106145,62,0.49874696531777185,198000.0
"['B1, E1, G1, K2']",[70],[3300.0],[13.908205841446453],[4.40251572327044],1790,842,366,582,842,3.461073258177157,9.995566547460157,21.220478051340766,1.4836828758845422,0.23016759776536314,72,0.5289481430377208,231000.0
