vehicles,vehicle_quantities,vehicle_costs,vehicle_ranges,vehicle_speeds,total_requests,completed,dropped,impossible,pax_volume,average_wait,max_wait,average_duration,average_distance,availability,pax_max,utility,fleet_cost
"['B1, E1, G2, K3', 'C1, P1, G2, M3, A3']","[40, 14]","[3700.0, 43156.0]","[12.87995878413189, 275.2091589608102]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.04738796286798561,2.6219278584999373,6.618949554271713,1.485570682350894,0.9441340782122905,176,0.9738676616830346,752184.0
"['B1, E1, G2, K3', 'C1, P1, G2, M3, A3']","[40, 16]","[3700.0, 43156.0]","[12.87995878413189, 275.2091589608102]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.005974320856852275,1.0067848686441394,6.545825737380904,1.485570682350894,0.9670391061452513,175,0.9792388664133138,838496.0
"['B1, E1, G2, K3', 'C1, P1, G2, M3, A3']","[40, 18]","[3700.0, 43156.0]","[12.87995878413189, 275.2091589608102]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.0029854589579031716,0.6785440965705902,6.412913620449209,1.485570682350894,0.9675977653631285,177,0.9803889922344293,924808.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 8]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1537,195,58,1778,3.539636588853068,9.99336996522672,8.513574954348703,1.4825787643978057,0.42681564245810055,118,0.7419951825535394,405688.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 10]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1602,130,58,1876,3.245391988857411,9.999981349353284,8.316406158008483,1.4836285285346427,0.48659217877094973,135,0.7978491727317365,470110.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 12]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1659,73,58,1937,3.006795603765033,9.968774272420973,8.160782050187475,1.4864984745023713,0.5016759776536313,134,0.8041152098002302,534532.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 14]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1708,24,58,2004,2.2256628174201114,9.948790251540842,8.017074941343372,1.4857231098128665,0.5720670391061452,150,0.860226939915566,598954.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 16]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1732,0,58,2035,0.679887936463697,7.8810000795446555,7.910347788813637,1.485570682350894,0.7497206703910615,160,0.9150505598201425,663376.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 18]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1732,0,58,2035,0.29764232629379866,6.882994341538975,7.8116601275137505,1.485570682350894,0.8837988826815643,169,0.9544079725283627,727798.0
"['B1, E1, G2, K3', 'C1, P2, G1, M1, A3']","[40, 20]","[3700.0, 32211]","[12.87995878413189, 540.2485143165857]","[9.704251386321626, 19.596864501679732]",1790,1732,0,58,2035,0.17516894896490245,6.1334657426163375,7.737254427455332,1.485570682350894,0.9189944134078212,170,0.9641355120305781,792220.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 8]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1686,46,58,1976,2.202962229572464,9.990639807571888,7.199921744423571,1.4866685512271816,0.5648044692737431,153,0.8585507495149322,450488.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 10]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.8438956499032756,8.039245123017231,6.974287252964506,1.485570682350894,0.7324022346368715,162,0.9111469238845564,526110.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 12]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.14277133857869279,3.9790927140585453,6.83035854941964,1.485570682350894,0.9111731843575419,177,0.96579359640436,601732.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 14]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.06242127048076931,3.0281038786270997,6.690368121724537,1.485570682350894,0.9458100558659218,175,0.9737340395197978,677354.0
